filename,split,sha256,num_objects
000001.png,train,001682ba1b478c3b91f7903d2b8a10c96ec0beec51f022b1fb369efca17088ee,2
000001_bright.png,train,2b45888ec92cb4124afc71cac33edcf327f97f2cf89bdf9cd7bc1fb68e6aa25e,2
000001_clahe.png,train,78e46d19e2df9438cb6b3ac41511d34716784578d6a3da51a0ddc7f37fb3bfe9,2
000001_fliph.png,train,c8966608960a0c4e42ee1c931d5015b18f188114e938e50cba311f8c283b190d,2
000001_rot90.png,train,9ff53f1433deeaf6857d0c118159b56e2b4b007d8d06c655eb95825ade746f28,2
000003.png,train,fadd97f766f9de19acb0792e4fa83ef081a4f43bc36f7da79b702bcbc65f843c,2
000003_bright.png,train,4a7e7287c978895d53f1eb88e40a72cd11d5f2fb6b565529db975fefc7dd0a7d,2
000003_clahe.png,train,e37da7e42247796076f3f4b40840384c713cc8cd1a6151f76fa935a52e9811af,2
000003_fliph.png,train,674c8006e407b2bbcc49402afac7627fc47e2da863543a201cacd24f589b814c,2
000003_rot90.png,train,6177f1359db37c0ebd15b0c222bab9fd544180290048b2c7f1c0e1434d0be7fe,2
000007.png,train,6b6b6636ca6ab593ae0dafa2b12d4b5abe83879a4cccbfba8a89ee9678bf717b,1
000007_bright.png,train,27c36c759b0d0eb74f561e91839db78e28344810a0a4ab93f996a96bfd1c1ef3,1
000007_clahe.png,train,105619aca572dc4a694018178dcb4a8c44993c2a0087e5826780d4bef8f3e78b,1
000007_fliph.png,train,da82b7103944b929b8a0e5f9bf6e66991891cb7eaa4f53cd7005dc91aeffa2eb,1
000007_rot90.png,train,9ed0409b1761d4023b7ef0908213f6c28ef32ba614e82a2275bbf7c8f851791e,1
000013.png,train,e5798aed9a857a6e604bef57f2340584a79a451959371f3ed3f027486245b578,1
000013_bright.png,train,b51e02435d1d0f35fc506c44024afd0ae1865c49f0a3f58fac6a9c3a65b2a83f,1
000013_clahe.png,train,71d7b8d09105b23886b071a58058aa52920f8892abbe98a5ef68217077b46513,1
000013_fliph.png,train,13806b5d981745be190d7bbb235f23efbd365047e6d0c74f5be9943fa0639586,1
000013_rot90.png,train,da77ae77fdb92788cdb57b85a5badd30d17a1dd04044b2d41257b2f7309cee0d,1
000014.png,train,0a816aad3f37fa668d2e50bed47310a552286bf25795ce1dbc8cd11d091c9c8a,4
000014_bright.png,train,6af67e16bbf857784c5aed4d05ec34e5470c3c25d167c38b62d8ebc73d298e5d,4
000014_clahe.png,train,42fdab864d66c43d2144ede95f13d6c73ff8a0e00699095b89b5898ac44166d2,4
000014_fliph.png,train,a75961badf4d872f84064f58b846d54ab868adf369088a1e07029132c2213885,4
000014_rot90.png,train,9402c45272e3274a308153a75b4b22b14d22b60ee58f3bcce4ec9faba5e15413,4
000015.png,train,32de22f2053fadb9737f771520925f83a6e8ef46fd99956c02be4d517bd38a55,10
000015_bright.png,train,8e928cfb1cbd4b7aabe7e43c59974597c684a3e72a0e895fd6ad4c5f7db39fcf,10
000015_clahe.png,train,f95cb1645b1de5a6c2936d2ee808acbcfe8dcef8ebf85605a03e3b980fd30c5b,10
000015_fliph.png,train,df5d8f74f550b3b0e18eab165efddd8fdab18d8f3d8f120215ee7fc76909ac47,10
000015_rot90.png,train,e25fbd38912cc0c4b76eb8a099e8831afae0293f141c589b68cdfb3bd8fd15a9,10
000016.png,train,005d458c6bbe4737842f5bdade4b5d713d0049489514fa673a7bcf3033ecfd57,10
000016_bright.png,train,394f0f06b4c2464feb3a59bade23f38a5722e71e586845d94dbb0e1999572b55,10
000016_clahe.png,train,c21af5a5c8abb6bd25dbedac2aed3cc24c4c8cabdb53ca90998558e979a2cebd,10
000016_fliph.png,train,6e16a66fe2da276eddd7663bf41ee541ec557aa55f56ba8339ed2164449ff266,10
000016_rot90.png,train,492777c2f72cf2627663520552b052b960ff3311ec60b041e351cf7ed50e51aa,10
000019.png,train,cbc23045b4a6678b1c808a2164eebea260f491342c2f4ac666d38d9db918a3f6,1
000019_bright.png,train,01d6f25e18605433eed18122072d5a78ebf9be59706201fba4a6e5232fcad14b,1
000019_clahe.png,train,88158d8efe1f4cdaca9330fae63dd48eacf16564ef0b14235281b6c326a4055c,1
000019_fliph.png,train,ecbceb1a460e233d2b5862d392dfda970f27951e57de9496d2e3d0217c875e21,1
000019_rot90.png,train,6fd7f408b48d980edc1c6487e322d7b0aef4a620459276f6dbd4ae5a903ce526,1
000021.png,train,dc1e69e984db23c698794b59301b9af54109c7c8ad2ac0395d733339c7a4bc39,1
000021_bright.png,train,bde0d069f4e8fcda54d781b5cd45f902345c9abf950acd1b4fcb2392095f9d85,1
000021_clahe.png,train,9c3b14c3c53a94e35ab510939bca61bb5e745c6c187a2a4810551954d96b85f5,1
000021_fliph.png,train,da080a16060cbee6760ba9c5ee8070eedc76a065b8c93ce0926ac3b424b3b9da,1
000021_rot90.png,train,0e35390f7a1dcede1e4b0d02bfa30bf889fcd9f35ac03231b35a3904db7fd0db,1
000022.png,train,eb7e0eef0e6d053527952fdc08a1df32825491e538cdfe0a3232c6e1c2eee47f,4
000022_bright.png,train,92f574d0782933f613761e629fb0172dd3300f196063f0fe7a8f7ec48dff5c9a,4
000022_clahe.png,train,07d0c7a5ace1672e87f7956bf91a117f2d18e277120e78a8b54bcc00bc40f789,4
000022_fliph.png,train,5e870bf728ea0e0ded6955e23aec3a00827a759f52d73ff49933395c31eff01b,4
000022_rot90.png,train,30c273a59791abd75a538c8d2b20a11874a1cf55cbe379aaff9ac5e5dea1c43b,4
000023.png,train,507ef46521ded943cdfa395f6c0f13a9868fc415f0827ef2711e95d7e39bbb4c,6
000023_bright.png,train,27e2dc63f6b2c9d3769031bf8a6bddbfe63937dd5a4390cff94d09861c13a929,6
000023_clahe.png,train,3a88d3144b7673d16b286ccddf2e2f017d046ca02a68de4b8e9656ccd8dc03bb,6
000023_fliph.png,train,85bc8f70e773bb84d5bb915d2668526c07bf433172319710ad2942369a20ccb2,6
000023_rot90.png,train,ef6f69e16d9a6517af642e1777fe56fada972dd8b5b449e183a43e332b5ce1b5,6
000024.png,train,48f4f8b9ec0084dc35a96c71e0c7d638f242389eb8dd62ec399c780a16d43077,5
000024_bright.png,train,5c50f91f46a270d3184882e366ae934874e396eb0e6de69fc51e113051004790,5
000024_clahe.png,train,443dfe0f861ac8549b97c8c60d4b2b9c9dab3d3c231d2790729c1a2f2af3bdf9,5
000024_fliph.png,train,1878ebe0df59e4feaffbcec51fdff141ffdbf52cd8caebd574290b85d3a82ea6,5
000024_rot90.png,train,3df8e4e64cd4649befa2e322e71181ecd07a7a7955bd40ee549a54f41d6a1e4d,5
000025.png,train,dba3debebff970af19ae95412338396939390fc1409410986c63fc3028748b1f,1
000025_bright.png,train,88f2495216442e3b374e3a5e25d3f69cb7143138b3fefee135cde579f6dde804,1
000025_clahe.png,train,5f53fa86966bbdb5036d748aa7b8e3033415b8559279300c4bc89e2da3dc8e1a,1
000025_fliph.png,train,8f84ff6677a64df4a3c56edf8eaa1ea6db8180ad7f30cb5e86f5c145b4fe9f97,1
000025_rot90.png,train,df519779895bbc88bff8503a6cd8077a6a8e3e772440fcd4294cdb787b09cd1d,1
000027.png,train,3637c8c6fa1d8882556275b43663e261c0a188183292ad78db04195437f86bd0,1
000027_bright.png,train,7861da1ccab1cda5db14fcd1d012fd51197f31544f04f5caa676b662c4347c11,1
000027_clahe.png,train,89de3b876130aec6a6e8fb8bb9c591b833b9cd2f219423487f16bb0628b0bf54,1
000027_fliph.png,train,55f4dd9fcba8959a45fa346c67e23db5c9d916cc9ee026e6f753ab1a159c7e25,1
000027_rot90.png,train,3f23d12dbbac75bd9c92c3017da9d005ad2425f345371f16e74aada7402aa8f2,1
000029.png,train,21b698d4725a554512f78c104579d33aacb8cbb1e21f1663d8aa996d2367faef,1
000029_bright.png,train,394f9ca86401fa63db385eefa299a141559529f02af02051130a65ba73f8c40c,1
000029_clahe.png,train,a19f58e0d0bd26f998cf5ebd928b9806d49acd088eae42645b6ee71ea540c173,1
000029_fliph.png,train,5e45116d9109315e71bdfa3f828c3c5ede5d6bdd2bc147663c71932fae646071,1
000029_rot90.png,train,135147cffa47f5d5cf28983b25b763d0b49f730cde035a7f2e31201dc5af792d,1
000030.png,train,4c07879068cea73d5e1910f074521d1cd850b07d645f11eceffa1b80d782db34,1
000030_bright.png,train,29e05d51b82edd999cc3791edf70a462b4d4e95d20ec302080813cf76a1f8780,1
000030_clahe.png,train,cbe3279e4948182250a629397c9af9d09c1561e51a5f65c114c3bf081fd59504,1
000030_fliph.png,train,00a4d1a4dc5a2340b00182aac0da9299ea3ce1b3f4ef252d68d63b95c18bab37,1
000030_rot90.png,train,7695bce5d076de3a9af504477f7249fc357ca81e98405faea30ec9a97d333f37,1
000031.png,train,d3bee98b5ab9faa8454fd039205dc9e4e4d1fdf9b8fb419c66c0a21149ecab77,1
000031_bright.png,train,98ed5c2fb698271c503fd816c0767c9160aed12b848e058ca0a1df477c3784de,1
000031_clahe.png,train,5c4bc47f2b4da5ba7333e6f196f80db175d42c50839c9a87b7f93efabb22c7e0,1
000031_fliph.png,train,9eb26016dae6b3b0fee24dba95bece35d4716b392ecc0ccbb7ad8289ba6ea7a7,1
000031_rot90.png,train,ac6e32847ed349a4680c5b4970c54c132a24fed7f5b739e14e9d0143239e2f58,1
000032.png,train,962bf79ee74db599246be6cb7f4833beaf9cc14985fbe48a1d94c35da104282f,1
000032_bright.png,train,2aa699af9528c8c4c8ce64c5e166de8111ebaf200f1180ede7c9c94f570963b3,1
000032_clahe.png,train,16dcd7aef57a469656633ee273117435c0ebe3b96c10df7e365363fbee1a58d4,1
000032_fliph.png,train,4328a33397a3b4114c9aba40aac26211d620d626e90c3eee6daaa0f10f031d68,1
000032_rot90.png,train,108ff197a0a406be42047cc50dadf7bdbc21ae3ade020897a3b1594e938e8cea,1
000034.png,train,56c1274c0a1f9d8f642b4e683b040f30e64bc451f46f229b7a5505de293aa91d,1
000034_bright.png,train,f5e4379fd34a64811bdc04d8560a97a71906068d2df2aed3f1126fb25e58118c,1
000034_clahe.png,train,b4ff701996471c9cd9a5592b5320493db669ff19b108e5f4521b14568eb44126,1
000034_fliph.png,train,8f58aeb8db0002942d27d4b84e9a70289d92a9b42c2590fa77c13f0913d72516,1
000034_rot90.png,train,c8af956bd7f60da051bbe794b391ca9863750faa6413c270417c2d033629fb6d,1
000035.png,train,bd88a8a66ff9d73231bfbe9cdb1e7c42c23c38c56ced9a8be4db46c045f2e430,1
000035_bright.png,train,0b4ca1b518a98c7afbea071df617f571941ba8c7c22220b117eb134ff78b00c6,1
000035_clahe.png,train,82a5cef8fb5d147c2a3742bbe38989cdd4c8dda175d5e168e3203ccbacdedf76,1
000035_fliph.png,train,79199740fe32d5c8658f28e323b572b66c12220d3f0f2b06d211077e1c4b0d34,1
000035_rot90.png,train,e85476fb1ebdbd7302822e4de91f1a4ee489675ef77e09ad7291c65b7b0d3793,1
000037.png,train,29aebdc4469565e3dd5adde520fe803da14ea12a401ff1f894561257e2ca26a1,1
000037_bright.png,train,c86071f0f3ea4b3ff0f799131c896584c2355f878d201d4a5a9ce4f021f45f7e,1
000037_clahe.png,train,195ea75155562ae58ccbc5e18b4d41035b294a3b43d7e4a119b1126f9cbef713,1
000037_fliph.png,train,319c4e2a039d3706b477166371e967644a887ccf05a568cf78ac548c11a03988,1
000037_rot90.png,train,4040d813dd66223ce510ef22be3ce6a253c726caa0bc6a74694182f8bf4aed07,1
000039.png,train,3feb8ef481f643570b0f141376c8046ac49758b07736657762108fbc561bdc66,1
000039_bright.png,train,d788405b6a01cee9e6806fe71d819b2048828385ef544454349b71494e12522c,1
000039_clahe.png,train,c86195c989ed3e3fa4c42dbddf3c331a08bed6eebab33818ab694da006cdf929,1
000039_fliph.png,train,bff2f89a9d3801275ed1869383abf3447e707b8828150540ac0cfa2101413086,1
000039_rot90.png,train,3dc6a75bc577adeb7d87cd87d3bcb32a3acdca62827f41622f9497c14368bfa9,1
